"OBJECTID","access_code","access_days_time","access_detail_code","cards_accepted","date_last_confirmed","expected_date","fuel_type_code","groups_with_access_code","id","maximum_vehicle_class","open_date","owner_type_code","restricted_access","status_code","funding_sources","facility_type","station_name","station_phone","updated_at","geocode_status","latitude","longitude","city","country","intersection_directions","plus4","state","street_address","zip","bd_blends","cng_dispenser_num","cng_fill_type_code","cng_has_rng","cng_psi","cng_renewable_source","cng_total_compression","cng_total_storage","cng_vehicle_class","e85_blender_pump","e85_other_ethanol_blends","ev_connector_types","ev_dc_fast_num","ev_level1_evse_num","ev_level2_evse_num","ev_network","ev_network_web","ev_other_evse","ev_pricing","ev_renewable_source","ev_workplace_charging","hy_is_retail","hy_pressures","hy_standards","hy_status_link","lng_has_rng","lng_renewable_source","lng_vehicle_class","lpg_nozzle_types","lpg_primary","ng_fill_type_code","ng_psi","ng_vehicle_class","rd_blended_with_biodiesel","rd_blends","rd_blends_fr","rd_max_biodiesel_level","nps_unit_name","access_days_time_fr","intersection_directions_fr","bd_blends_fr","groups_with_access_code_fr","ev_pricing_fr","federal_agency_id","federal_agency_code","federal_agency_name","ev_network_ids_station","ev_network_ids_posts","x","y"
"26640","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164278,"","7/16/2020 12:00:00 AM","","","E","","","BLAINE STATION 1","888-758-4389","3/26/2025 1:40:41 AM","GPS",48.995255,-122.75184,"Blaine","US","",NA,"WA","639-699 Peace Portal Dr","98230","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5350981]","[""21544121"",""21544131""]",-122.751839999664,48.9952549998088
"26661","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164339,"","7/17/2020 12:00:00 AM","","","E","","","600NINTH 600NINTH","888-758-4389","3/26/2025 1:42:09 AM","GPS",47.605888,-122.324733,"Seattle","US","South east side of building",NA,"WA","600 9th Ave","98104","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5384321]","[""26283591"",""26283601""]",-122.324733000151,47.6058880001063
"26684","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164392,"","7/21/2020 12:00:00 AM","","","E","","","BELLINGHAM CITY DEPOT MARKET 1","888-758-4389","3/26/2025 1:40:50 AM","GPS",48.747757,-122.480068,"Bellingham","US","South Lot. PARKING RATES APPLY",NA,"WA","1100 Railroad Ave","98225","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5355201]","[""24753891"",""24753901""]",-122.48006800013,48.7477570001751
"26718","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164476,"","7/24/2020 12:00:00 AM","","","E","","","P-3000 Garage at Carillon Point","888-998-2546","3/26/2025 12:39:29 AM","GPS",47.65753,-122.206519,"Kirkland","US","",NA,"WA","3000 Carillon Point","98033","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000197383]","[e6df5741-bfd9-41c9-a347-25ef5e45b9d9]",-122.206519000013,47.6575299999735
"26719","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164477,"","7/24/2020 12:00:00 AM","","","E","","","P-2000 Garage at Carillon Point","888-998-2546","3/26/2025 12:39:29 AM","GPS",47.65753,-122.206519,"Kirkland","US","",NA,"WA","2000 Carillon Point","98033","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000197382]","[""5cfd99cd-7843-ba81-103c-528a7691cabb"",""d6b6938d-ba19-73e3-b504-875d74610d48""]",-122.206519000013,47.6575299999735
"26720","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164479,"","7/24/2020 12:00:00 AM","","","E","","","P-4000 Garage at Carillon Point","888-998-2546","3/26/2025 12:38:01 AM","GPS",47.655327,-122.205254,"Kirkland","US","",NA,"WA","4000 Carillon Point","98033","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000197384]","[8d6e7b99-7979-4c33-8beb-872f70af013a]",-122.205253999617,47.6553269997928
"26744","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164536,"","7/25/2020 12:00:00 AM","","","E","","","CI&S COUNTRY INN #1","888-758-4389","3/26/2025 1:39:22 AM","GPS",47.431736,-122.29395,"SeaTac","US","Between Buildings in Breezeway",NA,"WA","3100 S 192nd St","98188","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL3892851]","[""26315771"",""26315781""]",-122.293950000017,47.4317360001124
"26763","public","24 hours daily; UW permit required 6am to 9pm M-F and 7am-12pm on Saturdays; 2 hour time limit","","","8/10/2022 12:00:00 AM","","ELEC","Public",164565,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Husky Stadium","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.648934,-122.302389,"Seattle","US","",NA,"WA","3800 Montlake Blvd NE","98195","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"Non-Networked","","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.302389000172,47.6489340000558
"26764","public","24 hours daily; UW permit required; 2 hour time limit","","","8/10/2022 12:00:00 AM","","ELEC","Public",164566,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Parking Area S1","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.650072,-122.310852,"Seattle","US","",NA,"WA","3500 Columbia Rd","98195","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.310851999718,47.6500720001786
"26765","public","24 hours daily; UW permit required; 2 hour time limit","","","8/10/2022 12:00:00 AM","","ELEC","Public",164567,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Portage Bay Garage","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.653047,-122.313915,"Seattle","US","",NA,"WA","3740 Brooklyn Ave NE","98105","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",4,"Non-Networked","","","Parking fee","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.313914999715,47.6530469999883
"26766","public","24 hours daily; UW permit required; 2 hour time limit","","","8/10/2022 12:00:00 AM","","ELEC","Public",164568,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Central Plaza Garage","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.656832,-122.311626,"Seattle","US","",NA,"WA","4100 15th Ave NE","98105","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",5,"Non-Networked","","","Parking fee","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.311625999844,47.6568320001465
"26767","public","24 hours daily; UW permit required; 2 hour time limit","","","8/10/2022 12:00:00 AM","","ELEC","Public",164569,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Parking Area N2","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.658987,-122.309214,"Seattle","US","",NA,"WA","4224 Memorial Way NE","98105","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.30921399995,47.6589869997231
"26768","public","24 hours daily; parking permit required; 2 hour time limit","","","1/10/2023 12:00:00 AM","","ELEC","Public",164570,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Parking Area N5","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.660311,-122.309086,"Seattle","US","",NA,"WA","4324 Memorial Way NE","98105","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","Free for UW permit holders; $4 per hour for non-permit holders","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.309085999904,47.6603110001713
"26769","public","24 hours daily; UW permit required; 2 hour time limit","","","8/10/2022 12:00:00 AM","","ELEC","Public",164571,"LD","7/24/2020 12:00:00 AM","P","1","E","","COLLEGE_CAMPUS","University of Washington - Parking Area W46","206-221-3701","12/4/2024 4:54:50 PM","GPS",47.660696,-122.315595,"Seattle","US","",NA,"WA","4317 12th Ave NE","98105","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"Non-Networked","","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-122.315595000213,47.6606959998629
"26822","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164721,"","8/1/2020 12:00:00 AM","","","E","","","Gold Parking Lot","888-998-2546","3/26/2025 12:04:23 AM","GPS",47.184778,-122.29331,"Puyallup","US","",NA,"WA","110 9th Ave SW","98371","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000139022]","[be1c66dc-34f4-d54b-694a-befbaf927ea3]",-122.293309999785,47.1847780000311
"26826","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164740,"","8/1/2020 12:00:00 AM","","","E","","","InterCityTransit","888-998-2546","3/26/2025 12:44:07 AM","GPS",47.067908,-122.76289,"Olympia","US","",NA,"WA","2548 Hogum Bay Rd NE","98516","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",5,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000486085]","[""39c9f6f5-4fec-318b-bc6c-c4a242bc52a6"",""6e448f50-9868-41f7-9de0-d3941061e604"",""9bf9a436-d3ad-a1b8-3e04-11195a560980"",""de584095-a588-5641-4b2a-6c0e6cb7d8ed"",""ea0ebff2-8a9a-4e4c-9de5-721a5ca5a17c""]",-122.762889999904,47.0679080003
"26835","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",164762,"","6/26/2020 12:00:00 AM","","","E","","","VBG Seattle","888-998-2546","3/26/2025 12:34:59 AM","GPS",47.60578,-122.331858,"Seattle","US","",NA,"WA","901 Fifth Ave","98164","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000504267]","[""2e25a48a-7f29-2237-ede4-47e812f2fd00"",""8a0a9693-5548-9b64-4222-4f9de79e8821""]",-122.331858000404,47.6057799997056
"26949","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165113,"","8/11/2020 12:00:00 AM","","","E","","","CITY OF ZILLAH P&R NORTH","888-758-4389","3/26/2025 1:42:50 AM","GPS",46.405066,-120.270721,"Zillah","US","",NA,"WA","113 1st Ave","98953","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5402061]","[""8999401"",""8999411""]",-120.27072100036,46.4050660002861
"26966","public","24 hours daily","","","8/10/2022 12:00:00 AM","","ELEC","Public",165136,"LD","7/31/2020 12:00:00 AM","P","0","E","","BANK","Spokane City Credit Union","509-325-7228","2/14/2023 3:54:11 PM","GPS",47.675571,-117.426269,"Spokane","US","",NA,"WA","1930 N Monroe St","99205","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-117.426268999695,47.675571000167
"26991","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165178,"","8/12/2020 12:00:00 AM","","","E","","","BELLEVUECOLLEGE BC SSC,U BLDG2","888-758-4389","3/26/2025 1:42:11 AM","GPS",47.583725,-122.145792,"Bellevue","US","Student Success Center/U Bldg",NA,"WA","U Building, Parking lot 4","98007","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5385371]","[""8977651"",""8977661""]",-122.14579200017,47.5837249998332
"26992","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165179,"","8/12/2020 12:00:00 AM","","","E","","","BELLEVUECOLLEGE BC SSC,U BLDG1","888-758-4389","3/26/2025 1:42:10 AM","GPS",47.583738,-122.145777,"Bellevue","US","Student Success Center/U Bldg",NA,"WA","U Building, Parking lot 4","98007","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5385361]","[""22264441"",""22264451""]",-122.145777000101,47.5837379999427
"27045","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165275,"","8/15/2020 12:00:00 AM","","","E","","","KGIP BELL SOUTH STATION 6","888-758-4389","3/26/2025 1:40:07 AM","GPS",47.612677,-122.185136,"Bellevue","US","1st floor parking NW corner",NA,"WA","316 116th Ave NE","98114","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL4806711]","[""25837611"",""25837621""]",-122.185135999759,47.6126769998756
"27046","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165276,"","8/15/2020 12:00:00 AM","","","E","","","KGIP BELL SOUTH STATION 1","888-758-4389","3/26/2025 1:40:05 AM","GPS",47.612661,-122.185158,"Bellevue","US","1st floor parking NW corner",NA,"WA","376 116th Ave NE","98114","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL4802211]","[""25837431"",""25837441""]",-122.185158000398,47.6126610002025
"27052","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165290,"","8/18/2020 12:00:00 AM","","","E","","","KC AIRPORT KC AIRPORT 2","888-758-4389","3/26/2025 1:42:08 AM","GPS",47.536812,-122.303923,"Seattle","US","Near main entrance",NA,"WA","7259 King County Airport Access Rd","98108","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5384041]","[""8975891"",""8975901""]",-122.303923000182,47.5368119999475
"27070","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165338,"","8/20/2020 12:00:00 AM","","","E","","","KING COUNTY DES KC FAUNTLEROY3","888-758-4389","3/26/2025 1:43:34 AM","GPS",47.523218,-122.393376,"Seattle","US","Available only from 7am to 3pm",NA,"WA","4829 SW Barton St","98136","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5421111]","[26502681]",-122.393376000093,47.523218000204
"27071","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165339,"","8/20/2020 12:00:00 AM","","","E","","","KING COUNTY DES KC FAUNTLEROY2","888-758-4389","3/26/2025 1:43:33 AM","GPS",47.523056,-122.395735,"Seattle","US","Available only from 7am to 3pm",NA,"WA","4829 SW Barton St","98136","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5421001]","[""26502881"",""26502891""]",-122.395735000283,47.5230560002553
"27164","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165509,"","8/26/2020 12:00:00 AM","","","E","","","SOUND TRANSIT TUKWILA 2","888-758-4389","3/26/2025 1:43:39 AM","GPS",47.460194,-122.240749,"Tukwila","US","Tukwila Sounder",NA,"WA","7301 Longacres Way","98188","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5422251]","[""26619671"",""26619681""]",-122.240749000284,47.4601940001516
"27189","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165563,"","8/27/2020 12:00:00 AM","","","E","","","KING COUNTY DES SK P&R 4","888-758-4389","3/26/2025 1:43:45 AM","GPS",47.643471,-122.196569,"Kirkland","US","",NA,"WA","10610 NE 38th PL","98033","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5425131]","[""23332901"",""23332911""]",-122.196569000313,47.643470999982
"27190","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165564,"","8/27/2020 12:00:00 AM","","","E","","","KING COUNTY DES SK P&R 1","888-758-4389","3/26/2025 1:43:44 AM","GPS",47.643584,-122.195913,"Kirkland","US","",NA,"WA","10610 NE 38th PL","98033","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5424231]","[""23333021"",""23333031""]",-122.195913000187,47.6435839998241
"27223","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165647,"","8/28/2020 12:00:00 AM","","","E","","","Walmart 5195 - Everett, WA","833-632-2778","3/26/2025 3:36:49 AM","GPS",47.8935,-122.256,"Everett","US","",NA,"WA","11400 Hwy. 99","98204","",NA,"",NA,"","",NA,NA,"",NA,"","[""CHADEMO"",""J1772"",""J1772COMBO""]",3,"",1,"Electrify America","https://www.electrifyamerica.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[200210]","[""200210-01"",""200210-02"",""200210-03"",""200210-50""]",-122.255999999798,47.8935000002007
"27229","public","","","","7/1/2024 12:00:00 AM","","ELEC","Public",165748,"","6/4/2019 12:00:00 AM","P","","E","","HOTEL","Icicle Village Resort - Tesla Destination","877-798-3752","2/12/2025 12:16:32 AM","GPS",47.589123,-120.672887,"Leavenworth","US","",NA,"WA","505 Hwy 2","98826","",NA,"",NA,"","",NA,NA,"",NA,"","[TESLA]",NA,"",1,"Tesla Destination","https://www.tesla.com/destination-charging","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-120.672887000052,47.5891230002295
"27230","public","24 hours daily; customer use only; see front desk for access","","","8/10/2022 12:00:00 AM","","ELEC","Public",165749,"LD","8/24/2020 12:00:00 AM","P","1","E","","HOTEL","Icicle Village Resort","800-961-0162","2/14/2023 3:54:11 PM","GPS",47.588981,-120.67331,"Leavenworth","US","",NA,"WA","505 Highway 2","98826","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-120.673309999651,47.5889809999042
"27231","public","24 hours daily; customer use only","","","11/6/2024 12:00:00 AM","","ELEC","Public",165762,"LD","8/24/2020 12:00:00 AM","P","1","E","","HOTEL","Holiday Inn Express - Ellensburg","509-962-9400","2/12/2025 12:16:32 AM","GPS",46.976691,-120.541869,"Ellensburg","US","",NA,"WA","1620 Canyon Rd","98926","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-120.541868999555,46.9766909998844
"27232","public","24 hours daily","","","8/10/2022 12:00:00 AM","","ELEC","Public",165763,"LD","8/24/2020 12:00:00 AM","P","0","E","","HOSPITAL","Confluence Health | Ephrata Clinic","509-754-7186","10/21/2024 5:22:21 PM","GPS",47.31711,-119.553158,"Ephrata","US","",NA,"WA","314 Basin St SW","98823","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"Non-Networked","","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-119.55315800011,47.3171100001491
"27233","public","24 hours daily; customer use only","","","1/10/2023 12:00:00 AM","","ELEC","Public",165765,"LD","8/24/2020 12:00:00 AM","P","1","E","","INN","Obertal Inn","509-548-5204","2/14/2023 3:54:11 PM","GPS",47.595741,-120.659917,"Leavenworth","US","",NA,"WA","922 Commercial St","98826","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-120.659917000012,47.5957410001609
"27234","public","24 hours daily","","","11/6/2024 12:00:00 AM","","ELEC","Public",165766,"LD","8/24/2020 12:00:00 AM","P","0","E","","PARKING_LOT","Wilkommen Park & Ride","509-548-5807","2/12/2025 12:16:32 AM","GPS",47.597602,-120.644466,"Leavenworth","US","",NA,"WA","116 River Bend Dr","98826","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-120.644465999583,47.5976019999399
"27235","public","24 hours daily; customer use only","","","11/6/2024 12:00:00 AM","","ELEC","Public",165767,"LD","8/24/2020 12:00:00 AM","P","1","E","","HOTEL","Hampton Inn & Suites - Leavenworth","509-470-9798","2/12/2025 12:16:32 AM","GPS",47.595939,-120.64403,"Leavenworth","US","",NA,"WA","301 Ward Strasse","98826","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"Non-Networked","","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","","",-120.644029999565,47.5959390001547
"27273","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",165841,"","9/3/2020 12:00:00 AM","","","E","","","Broadway Apartments - 1st Floor","888-998-2546","3/26/2025 12:45:41 AM","GPS",47.9749,-122.2014,"Everett","US","",NA,"WA","3214 Broadway","98201","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",6,"Blink Network","https://blinkcharging.com","","Free","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[465ba1dd-d734-8158-93cc-330000516298]","[""41ad110c-b3ae-ff0c-1cae-2982e5157be8"",""7bdacf9e-7f54-726a-1687-8297a4ca723b"",""ac24eed6-e268-467d-b02b-52c29f146b80"",""b4d24238-30a2-fac9-24f3-5260cd90f418"",""e44a0795-6665-47c1-8351-ea095ced8452"",""e62e73f7-501b-4b7d-a7b6-484a6ca0b911""]",-122.201399999774,47.9749000000347
"27305","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",166205,"","9/4/2020 12:00:00 AM","","","E","","","KING COUNTY DES ISSAQUAH P&R 6","888-758-4389","3/26/2025 1:44:07 AM","GPS",47.545719,-122.015713,"Issaquah","US","level 1",NA,"WA","1755 Highlands Dr NE","98029","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5432821]","[""23305481"",""23305491""]",-122.015712999657,47.5457190000787
"27306","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",166206,"","9/4/2020 12:00:00 AM","","","E","","","KING COUNTY DES ISSAQUAH P&R 5","888-758-4389","3/26/2025 1:44:07 AM","GPS",47.545785,-122.018499,"Issaquah","US","",NA,"WA","1755 Highlands Dr NE","98029","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5432751]","[""23305461"",""23305471""]",-122.018498999645,47.5457849997626
"27439","public","Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm","","","3/26/2025 12:00:00 AM","","ELEC","Public",166714,"","8/31/2020 12:00:00 AM","","0","E","","","The Outlet Collection Seattle","855-900-7584","3/26/2025 3:30:32 AM","GPS",47.297664,-122.2456,"Auburn","US","",NA,"WA","1101 Outlet Collection Way","98001","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",4,"SHELL_RECHARGE","https://www.shell.us/motorist/electric-vehicle-charging.html","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[5773]","[""20M9-01"",""20M9-02"",""20M9-03"",""20M9-04""]",-122.245599999836,47.2976640002084
